"peak","gene","score"
"chr1-27862919-27863840","FGR",0.188488301436364
"chr2-85701217-85702091","GNLY",0.188454659505132
"chr12-66187596-66188214","IRAK3",0.188322056596335
"chr2-229330693-229331605","PID1",0.188262261842957
"chr12-10167343-10168261","CLEC12A",0.188232218627271
"chr6-107824034-107824956","SCML4",0.188229857368229
"chr22-31345646-31346520","PIK3IP1",0.187998231716371
"chr2-33530613-33531519","RASGRP3",0.187977129590985
"chr11-61971509-61972345","FTH1",0.18786758831998
"chr11-60357539-60358440","MS4A1",0.187842867832679
"chr10-72088255-72089092","SPOCK2",0.187690558019366
"chr6-90375469-90376385","BACH2",0.18762740673491
"chr1-241356541-241357332","RGS7",0.187623597805664
"chr14-73463198-73464093","NUMB",0.187574850260396
"chr6-32439352-32440271","HLA-DQA1",0.187541618577562
"chr5-159332698-159333476","EBF1",0.187385669678497
"chr22-39532414-39533296","RPL3",0.187281819552096
"chr22-31278733-31279644","PIK3IP1",0.187120309490908
"chr10-97365485-97366368","RRP12",0.187093018706725
"chr11-114073550-114074479","ZBTB16",0.18707424061513
"chr15-28948357-28949215","APBA2",0.186990604672751
"chr2-234496665-234497501","ARL4C",0.186950063517518
"chr12-9751606-9752440","CD69",0.186889209335123
"chr7-150427397-150428276","LINC00996",0.186856771644071
"chr5-150406830-150407642","CD74",0.186820108618213
"chr19-14784652-14785568","ADGRE2",0.186735123493796
"chr5-61275574-61276467","ZSWIM6",0.186637132778386
"chr4-101126876-101127785","BANK1",0.186508675522673
"chr10-114526449-114527319","ABLIM1",0.186467195323203
"chr17-82317092-82317979","CD7",0.186449118678863
"chr6-111086963-111087868","SLC16A10",0.186339875210216
"chr18-55988277-55989174","TCF4",0.186305860759588
"chr20-24953447-24954330","CST7",0.186292321926764
"chr12-44827750-44828629","NELL2",0.186277002489736
"chr14-75615015-75615883","FOS",0.186210666566965
"chr22-39661970-39662865","GRAP2",0.186175123879406
"chr6-90315325-90316190","BACH2",0.186160444489077
"chr19-54247696-54248604","OSCAR",0.185997512805608
"chr6-14123434-14124340","CD83",0.185953888742425
"chr19-51386743-51387552","NKG7",0.185779492393794
"chr17-27244613-27245619","KSR1",0.185751470063483
"chr1-12183938-12184863","TNFRSF1B",0.18559287804955
"chr19-8195030-8195878","FCER2",0.185503108176475
"chr11-128525245-128526147","ETS1",0.185413216100391
"chr9-123174589-123175451","STRBP",0.185397006482481
"chr11-118088275-118089179","JAML",0.18538836275684
"chr1-212608241-212609093","ATF3",0.185378174599342
"chr11-61954876-61955645","FTH1",0.185177738264801
"chr1-150322354-150323003","ADAMTSL4-AS1",0.18489941640479
"chr7-69824110-69825007","AUTS2",0.184879263402741
"chr10-48677802-48678699","WDFY4",0.184870593867053
"chr11-47390790-47391680","SPI1",0.184792858878566
"chr19-47315042-47315959","C5AR1",0.184760848706927
"chr2-191150577-191151439","STAT4",0.18454396667635
"chr22-38953719-38954616","APOBEC3A",0.184539428340971
"chr5-172361269-172362178","DUSP1",0.184169130812669
"chr1-243850190-243851023","AKT3",0.184103960506275
"chr1-158113165-158114048","FCRL1",0.184034050149472
"chr12-9009834-9010731","A2M",0.184025172190076
"chr2-47072573-47073329","TTC7A",0.183796564976109
"chr19-50415439-50416243","SPIB",0.183779121716021
"chr22-40324365-40325173","GRAP2",0.183774753569155
"chr9-107480145-107481009","KLF4",0.183712252934535
"chr11-66257054-66257926","PACS1",0.183573201005888
"chr19-8423596-8424403","PRAM1",0.183513047349544
"chr10-128064376-128065279","PTPRE",0.183494189159622
"chr12-69039640-69040540","LYZ",0.183447749255463
"chr2-112836372-112837274","IL1B",0.183379947827261
"chr6-32473001-32473641","HLA-DRB1",0.183198424385448
"chr13-99434138-99435051","DOCK9",0.183108783304217
"chr12-9760684-9761272","CD69",0.183009211412012
"chr19-54373490-54374378","OSCAR",0.182966223315818
"chr14-91867136-91867997","TC2N",0.182777557793507
"chr2-217934393-217935147","SLC11A1",0.182700929980698
"chr7-22709489-22710281","STEAP1B",0.182628666611965
"chr22-18004901-18005817","MICAL3",0.182534698560846
"chr6-32589385-32590284","HLA-DRA",0.182531910155803
"chr17-10156670-10157563","GAS7",0.182502913022079
"chr17-3966501-3967313","P2RX5",0.182472262190758
"chr12-44876094-44876881","NELL2",0.182383951531183
"chr8-25184220-25185125","DOCK5",0.18232680373598
"chr6-33027577-33028463","HLA-DRB5",0.182249627646254
"chr9-107513223-107514126","KLF4",0.182171045355109
"chr9-37374669-37375576","ZCCHC7",0.182170964405727
"chr9-37002184-37003107","PAX5",0.182155124478447
"chr20-44586017-44586891","PKIG",0.182102811506596
"chr6-32636874-32637784","HLA-DPA1",0.182035716604846
"chr11-60485671-60486564","MS4A1",0.181959615795914
"chr9-107644764-107645667","KLF4",0.181806778922891
"chr2-227163860-227164719","COL4A3",0.181780597688968
"chr6-150633872-150634672","PLEKHG1",0.181741114728267
"chr6-32437089-32438003","HLA-DQA1",0.181731441925038
"chr18-45103137-45104060","SETBP1",0.181625778171131
"chr5-9362934-9363787","SEMA5A",0.181605273523441
"chr9-16871381-16872247","BNC2",0.181593668888425
"chr9-16884671-16885516","BNC2",0.181573208353546
"chr1-178608123-178609025","RALGPS2",0.181497218352688
"chr7-100368900-100369786","PILRA",0.181477552273409
"chr2-144414189-144415036","ZEB2",0.181453101281876
"chr6-11350045-11350956","TMEM170B",0.181236786451893
"chr9-107976519-107977421","KLF4",0.181171053624099
"chr1-167489268-167490122","CD247",0.181127293410339
"chr20-47767975-47768896","SULF2",0.180991707763801
"chr8-11494177-11494976","BLK",0.180821667821425
"chr5-143002370-143003288","ARHGAP26",0.180776054046433
"chr1-183590263-183591130","NCF2",0.180637603696155
"chr8-11530589-11531460","BLK",0.180499528729999
"chr1-23728289-23729148","CNR2",0.180390134998466
"chr11-9745276-9746172","SWAP70",0.180210806314921
"chr8-124728133-124729004","MTSS1",0.180147914964177
"chr1-192936370-192937269","RGS2",0.180088198499886
"chr2-60840628-60841526","BCL11A",0.179811096865803
"chr14-61670817-61671716","PRKCH",0.17979760034907
"chr19-2223698-2224535","GNG7",0.179687159132381
"chr17-40582069-40582970","CCR7",0.179570758789296
"chr2-85684448-85685283","GNLY",0.179529725899773
"chr14-75298689-75299548","FOS",0.179333290380091
"chr4-40710434-40711212","RBM47",0.179324097260327
"chr9-37390523-37391422","PAX5",0.179240845706912
"chr2-60352209-60352916","BCL11A",0.179135125651701
"chr6-32589385-32590284","HLA-DRB1",0.179077961021127
"chr16-31354463-31355334","ITGAX",0.179036854225688
"chr5-83312388-83313295","VCAN",0.178976909761986
"chr22-23752289-23753022","VPREB3",0.178921234532942
"chr1-157806488-157807383","FCRL3",0.178897042778544
"chr3-16285927-16286760","OXNAD1",0.178885852215286
"chr19-3788859-3789737","MATK",0.17885691034074
"chr1-157566304-157567220","FCRL2",0.178799439840425
"chr4-86593860-86594706","PTPN13",0.178684445512741
"chr3-16300785-16301668","OXNAD1",0.178671852493676
"chr1-157806488-157807383","FCRL5",0.178607755055775
"chr15-68631298-68632214","CORO2B",0.178586613544354
"chr4-184850876-184851737","ACSL1",0.178402005533062
"chr9-91197068-91197876","SYK",0.178351992075764
"chr1-178581111-178581994","ANGPTL1",0.178312396725236
"chr10-33133883-33134772","ITGB1",0.178298983094846
"chr2-99140923-99141840","MGAT4A",0.178257911394323
"chr4-84966338-84967209","WDFY3",0.178199641857016
"chr1-24502427-24503181","RCAN3",0.178177437128695
"chr9-123340260-123341070","STRBP",0.178162166838682
"chr12-10279695-10280578","KLRD1",0.178116096111953
"chr2-40394287-40395087","SLC8A1",0.17805438317171
"chr22-18057313-18057978","MICAL3",0.177988729738716
"chr13-41456956-41457865","RGCC",0.17797248004781
"chr9-134372770-134373528","RXRA",0.177900845332084
"chr1-178724756-178725674","RALGPS2",0.177874782529882
"chr5-157265683-157266534","CYFIP2",0.17781598085002
"chr12-10497360-10498251","KLRK1",0.177814306019079
"chr12-9647708-9648631","CD69",0.177786050414084
"chr6-33027577-33028463","HLA-DOB",0.177677221778194
"chr5-142798159-142799047","ARHGAP26",0.177673988572172
"chr6-127900693-127901613","THEMIS",0.177655003852704
"chr10-70602464-70603259","PRF1",0.177626351254505
"chr5-172881627-172882543","DUSP1",0.177593675499262
"chr15-38652767-38653640","RASGRP1",0.177451557164083
"chr5-157193470-157194379","ITK",0.177446390277776
"chr5-95081275-95082139","MCTP1",0.177436824335735
"chr13-31950939-31951851","FRY",0.177317672162117
"chr6-33029148-33030010","HLA-DMA",0.177315685693908
"chr8-125941812-125942733","LINC00861",0.177282157428461
"chr1-156114124-156115057","LMNA",0.177271384055988
"chr4-184856011-184856922","ACSL1",0.177116990499297
"chr4-108049172-108050060","LEF1",0.177062653445842
"chr3-122769200-122770113","PARP14",0.177004775718663
"chr14-21085116-21086019","ARHGEF40",0.176924556170287
"chr9-113125152-113126071","SLC31A2",0.176735991902188
"chr5-157172102-157173019","ITK",0.176576015651283
"chr9-123343311-123343952","STRBP",0.176539384000691
"chr12-10249525-10250385","KLRF1",0.17650801697033
"chr19-8423596-8424403","MYO1F",0.176469788022955
"chr1-23554512-23555403","RPL11",0.176431227425812
"chr4-108028968-108029740","LEF1",0.176406404109772
"chr8-11507804-11508698","BLK",0.176279115292351
"chr11-61332731-61333642","CD6",0.176108404692607
"chr19-37928233-37929148","SIPA1L3",0.176058656301339
"chr9-37187375-37188251","PAX5",0.175996522914402
"chr17-10021040-10021915","GAS7",0.175883374202533
"chr11-65150470-65151365","NEAT1",0.175790220794721
"chr2-161905194-161906134","SLC4A10",0.175703654272698
"chr1-91548831-91549653","TGFBR3",0.175550684493742
"chr2-100234876-100235780","AFF3",0.175485159691052
"chr5-158752124-158752978","EBF1",0.175475691869583
"chr7-106417872-106418745","NAMPT",0.175443893288087
"chr5-81006757-81007658","RASGRF2",0.175433411661172
"chr5-9545753-9546671","SEMA5A",0.175249793303016
"chr1-25065645-25066533","RUNX3",0.175232697623427
"chr10-78756506-78757408","ZMIZ1",0.175177479298085
"chr4-108359121-108359971","LEF1",0.17505420009863
"chr22-38967490-38968394","APOBEC3A",0.174921311709183
"chr2-143068225-143069130","KYNU",0.174917013784929
"chr4-40283762-40284612","RHOH",0.17488881918829
"chr5-157303522-157304450","ITK",0.174854277783845
"chr2-100113748-100114649","AFF3",0.17483620643158
"chr17-1577035-1577871","SLC43A2",0.174767019033986
"chr1-183363728-183364618","NCF2",0.174620613734577
"chr2-169604560-169605415","LRP2",0.174556177670471
"chr19-49555734-49556588","RPL13A",0.174549034951161
"chr6-11206823-11207700","TMEM170B",0.174538947937906
"chr19-42201461-42202251","POU2F2",0.174512067249827
"chr22-31286091-31286957","PIK3IP1",0.174428240533121
"chr1-17629740-17630644","ARHGEF10L",0.174405551094326
"chr19-18173094-18173997","IFI30",0.174365589766726
"chr2-229300616-229301437","PID1",0.174355370719358
"chr17-10172152-10172996","GAS7",0.174191081393509
"chr19-41945089-41945986","CD79A",0.174115464011472
"chr4-85701671-85702557","ARHGAP24",0.174082321059064
"chr16-31351880-31352750","ITGAX",0.173864606721621
"chr14-95725626-95726489","TCL1A",0.173841241961322
"chr10-6583134-6584046","PRKCQ",0.173824533738369
"chr18-2844917-2845751","EMILIN2",0.173736448607063
"chr14-24692723-24693627","GZMH",0.173731530376006
"chr12-128843624-128844373","GLT1D1",0.173713562748679
"chr9-133862484-133863408","RXRA",0.173639995937357
"chr8-37900312-37901003","RAB11FIP1",0.173607623828366
"chr14-24609490-24610348","GZMB",0.173586450249884
"chr22-39532414-39533296","GRAP2",0.173476599107129
"chr19-35323865-35324739","CD22",0.173429266010217
"chr6-17907393-17908267","KIF13A",0.173351495849099
"chr13-66886880-66887696","PCDH9",0.173201763911812
"chr1-157783628-157784464","FCRL2",0.173156806097342
"chr14-63857212-63858110","SYNE2",0.173042916908939
"chr1-178664017-178664926","ANGPTL1",0.172991990209224
"chr2-60413501-60414389","BCL11A",0.172970975933649
"chr4-25878417-25879274","SEL1L3",0.172951296313739
"chr7-139859934-139860801","TBXAS1",0.172871287218301
"chr1-157726513-157727410","FCRL3",0.172758545619693
"chr2-229282878-229283770","PID1",0.172532411897737
"chr19-15210026-15210931","ADGRE2",0.172433302948689
"chr5-80191894-80192636","SERINC5",0.17243230568234
"chr9-37402828-37403675","PAX5",0.172388624263481
"chr17-78592137-78593016","TIMP2",0.172347406357923
"chr6-32473001-32473641","HLA-DQB1",0.172243715583535
"chr11-128304657-128305510","ETS1",0.172221386583749
"chrX-69615585-69616437","EDA",0.172212808857543
"chr3-18444889-18445735","SATB1-AS1",0.172182486369244
"chr10-113153454-113154360","TCF7L2",0.172157669563038
"chr6-32815671-32816454","HLA-DQA1",0.172075756193814
"chr1-235879804-235880640","LYST",0.172023368749233
"chr6-90285610-90286505","BACH2",0.171948945606383
"chr18-9827956-9828853","RAB31",0.171771808399895
"chr5-80152628-80153386","SERINC5",0.171718173415008
"chr5-157485778-157486731","ADAM19",0.171684081839014
"chr3-31981412-31982027","OSBPL10",0.171605887829925
"chr19-35484411-35485321","CD22",0.171489290943323
"chr10-113320787-113321655","TCF7L2",0.171202806021194
"chr19-53823952-53824843","MYADM",0.171187780764055
"chr19-54247696-54248604","MYADM",0.171152261553143
"chr3-122233149-122233962","PARP14",0.171148047809197
"chr9-107750478-107751333","KLF4",0.171144676322087
"chr6-62285780-62286657","KHDRBS2",0.171083627741732
"chr10-71828879-71829777","PSAP",0.171074115113732
"chr9-37324122-37324936","ZCCHC7",0.171063182542307
"chr6-150632671-150633428","PLEKHG1",0.171035747474913
"chr17-3693519-3694385","P2RX5",0.171021000849707
"chr2-229408326-229409093","PID1",0.171017478600106
"chr13-114148243-114149140","RASA3",0.170987443356568
"chr17-78252092-78252943","TMC8",0.170940210716364
"chr10-124144852-124145754","CHST15",0.170921392456719
"chr19-35316450-35317154","CD22",0.170848289577147
"chr8-18082857-18083526","ASAH1",0.170762740845046
"chr2-60971379-60972112","BCL11A",0.170749064653831
"chr2-100104467-100105364","AFF3",0.170713687966394
"chr4-40563563-40564406","RBM47",0.170698854594665
"chr13-40187063-40187875","FOXO1",0.170646785496279
"chr3-72101962-72102796","LINC00877",0.170634613815857
"chr22-18000998-18001945","MICAL3",0.170529077630802
"chr4-101842851-101843736","BANK1",0.170426099819401
"chr14-75301485-75302380","FOS",0.1703538659091
"chr4-153661140-153662030","TLR2",0.170352128901337
"chr6-33620796-33621715","RPS18",0.170187341010583
"chr17-48439701-48440495","SKAP1",0.170176818875005
"chr10-79083961-79084828","ZMIZ1",0.170043784527483
"chr2-86807161-86807956","CD8A",0.169943258615546
"chr10-128050708-128051497","PTPRE",0.169906531688928
"chr1-27885463-27886053","FGR",0.169870755197331
"chr22-17964338-17965250","MICAL3",0.169649528313938
"chr1-27625911-27626730","FGR",0.169631989843506
"chr1-178579257-178580155","ANGPTL1",0.169615674394989
"chr22-41919321-41920274","TNFRSF13C",0.169609073134672
"chr2-84845847-84846745","TRABD2A",0.16949915499249
"chr2-234292186-234293030","ARL4C",0.169498581984279
"chr5-150410349-150411088","CD74",0.169468767001088
"chr2-218045996-218046850","SLC11A1",0.169432222289561
"chr9-107465366-107466227","KLF4",0.169411377436759
"chr2-16653489-16654342","FAM49A",0.169396810865552
"chr14-75188365-75189268","FOS",0.169356744880373
"chr2-85853122-85853663","GNLY",0.16933105690699
"chr22-46433332-46434034","CELSR1",0.169287515217872
"chr18-63161473-63162315","BCL2",0.169231463655282
"chrX-23786459-23787189","SAT1",0.169149055553425
"chr10-96726576-96727492","BLNK",0.169014771593106
"chr4-148052217-148053109","NR3C2",0.168846756851099
"chr9-37386826-37387688","PAX5",0.168834012256368
"chr11-61120479-61121361","CD6",0.168816612979844
"chr6-32437089-32438003","HLA-DRB5",0.168774447345641
"chr19-53823952-53824843","LILRB3",0.168702248766657
"chr20-32050923-32051727","HCK",0.168641686972905
"chr2-95076471-95077352","MAL",0.168614964555695
"chr6-15066515-15067419","JARID2",0.168583623779116
"chr7-90708617-90709485","CDK14",0.168524247460837
"chr16-73068455-73069379","ZFHX3",0.16851829362474
"chr20-53001565-53002106","TSHZ2",0.168427562167337
"chr21-29183771-29184668","BACH1",0.168425108497591
"chr13-74287630-74288467","KLF12",0.168413220669354
"chr7-36742648-36743521","AOAH",0.168275392303852
"chr3-71372713-71373610","FOXP1",0.168270158971729
"chr17-40565057-40565940","CCR7",0.16819400958676
"chr1-25774648-25775534","LDLRAP1",0.168075191248236
"chr16-3503289-3504185","IL32",0.167955842208351
"chr17-82200549-82201434","CD7",0.167918461646992
"chr10-128053863-128054776","PTPRE",0.167893651750628
"chr14-61443992-61444893","PRKCH",0.167843385284844
"chr17-1607069-1607996","ABR",0.16775979388065
"chr2-86807161-86807956","CD8B",0.167690997965231
"chr18-9774961-9775829","RAB31",0.167629703138978
"chr19-703567-704496","ARID3A",0.167621506002394
"chr1-192954612-192955520","RGS2",0.167600035651886
"chr3-31947579-31948475","OSBPL10",0.167565536483171
"chr4-15963077-15963888","FGFBP2",0.167442727968365
"chr9-20314732-20315635","MLLT3",0.167437145780968
"chr17-36082339-36083172","CCL5",0.167423850597608
"chr17-76191617-76192477","RNF157",0.167331565207984
"chr3-72100462-72101320","LINC00877",0.167104554750329
"chr4-1203452-1204262","SPON2",0.166977607834863
"chr3-11077246-11078135","ATG7",0.16694502380052
"chr19-37978727-37979500","SIPA1L3",0.166922552180934
"chr11-111367669-111368507","POU2AF1",0.166901173491669
"chr14-98223502-98224409","LINC01550",0.166802157785655
"chr2-235710214-235711145","AGAP1",0.166768974102327
"chr1-157566304-157567220","FCRL5",0.166696720711555
"chr6-32439352-32440271","HLA-DRB5",0.16662556932013
"chr10-3720291-3721195","KLF6",0.166624366345411
"chr12-9009834-9010731","PZP",0.166616083025641
"chr6-33018680-33019545","HLA-DQA1",0.16656916513926
"chr7-100371961-100372808","PILRA",0.16656329281109
"chr14-75427519-75428389","FOS",0.166493165286826
"chr1-178618890-178619779","RALGPS2",0.166486541806811
"chr19-45514824-45515713","FOSB",0.166459569182318
"chr10-71597916-71598806","PSAP",0.166458309846564
"chr6-32689991-32690727","HLA-DQA1",0.166450143071918
"chr2-60355784-60356676","BCL11A",0.166418367381841
"chr14-75297088-75298024","FOS",0.166330819152118
"chr2-45729635-45730525","PRKCE",0.166296788273411
